gaia_source_id,hyg_id,constellation
2.0472116278417444e+18,117948,And
5.833487361028778e+18,117878,Tuc
1.8722997375356045e+18,117929,And
5.781831136467436e+18,117877,Tuc
6.680616986623202e+18,117923,Phe
2.047237565124779e+18,117913,And
6.680731267113105e+18,117944,Scl
6.680612176259858e+18,117923,Phe
5.781821412661479e+18,117877,Tuc
5.781871406081317e+18,117877,Tuc
2.0472481178855818e+18,117948,And
1.8723191851482153e+18,117929,And
5.836232046934357e+18,117881,Phe
2.021679868346116e+18,117899,Peg
5.781844674204497e+18,117877,Tuc
3.437777864802953e+18,117927,Peg
5.836215180705445e+18,117881,Phe
5.836220502062283e+18,117881,Phe
3.4377644602053463e+18,117927,Peg
3.4377622955418276e+18,117927,Peg
6.680653884685365e+18,117923,Phe
6.680622312382683e+18,117923,Phe
2.047228292315834e+18,117948,And
2.021680349382459e+18,117899,Peg
6.680617089702417e+18,117923,Phe
6.680803594362436e+18,117944,Scl
5.942433359665221e+18,119613,Phe
4.090243870283103e+18,117951,Cet
4.138589976301192e+18,117879,Cet
2.212015806501015e+18,117872,Cas
4.13859695562771e+18,117879,Cet
5.707259887048035e+18,117910,Cet
2.2120758029037926e+18,117872,Cas
6.060387184712356e+18,117869,Phe
6.003861120106636e+18,117923,Phe
5.70727132884091e+18,117910,Cet
5.707301565410286e+18,117922,Cet
5.80058066160395e+18,117954,Tuc
4.650819771882107e+18,117822,Tuc
4.138602109588504e+18,117879,Cet
6.725833886959067e+18,117944,Scl
5.707314446012164e+18,117922,Cet
6.003865513852148e+18,119613,Phe
2.212017009091857e+18,117872,Cas
6.003872115223197e+18,119613,Phe
2.2120174214087173e+18,117872,Cas
2.21208415232034e+18,117872,Cas
6.003877303543547e+18,119613,Phe
5.707228379167651e+18,117910,Cet
5.707285244534353e+18,117922,Cet
5.707222366213956e+18,117910,Cet
5.70722325956668e+18,117910,Cet
5.707297785839276e+18,117922,Cet
6.680793733117475e+18,117944,Scl
6.680649628374787e+18,117944,Scl
2.0472364656131523e+18,117913,And
5.836216795613355e+18,117881,Phe
2.0472470870933158e+18,117948,And
5.781828387688367e+18,117877,Tuc
6.680638392740344e+18,117923,Phe
6.680656358586526e+18,117923,Phe
2.0472116965421522e+18,117948,And
2.047229666705054e+18,117948,And
2.0472369810092275e+18,117913,And
6.680609427480873e+18,117923,Phe
1.8723237206337085e+18,117929,And
1.872285169006729e+18,117929,And
1.8723260227364142e+18,117929,And
6.680589391456462e+18,117923,Phe
1.872286848327652e+18,117929,And
3.437776593492495e+18,117849,Peg
3.437747108537481e+18,117927,Peg
5.781838936128191e+18,117877,Tuc
1.8723013524438835e+18,117929,And
5.83350144852281e+18,117878,Tuc
5.83347420124812e+18,117878,Tuc
2.04721874030825e+18,117948,And
5.781832545216715e+18,117877,Tuc
6.680693608839763e+18,117944,Scl
6.680597431636903e+18,117923,Phe
3.437745940306373e+18,117927,Peg
2.0472295292661043e+18,117948,And
5.833485196365263e+18,117878,Tuc
3.437755908930254e+18,117927,Peg
6.680638358380604e+18,117923,Phe
3.4377496210982257e+18,117927,Peg
2.0216774975241682e+18,117899,Peg
6.680655499593068e+18,117923,Phe
5.833474201248119e+18,117878,Tuc
5.781838867408716e+18,117877,Tuc
5.781818595162871e+18,117877,Tuc
1.8722977103110497e+18,117929,And
6.68076438990088e+18,117944,Scl
3.239536120174797e+18,117952,Psc
3.239451633874897e+18,117952,Psc
3.239351372157663e+18,117952,Psc
3.239469569658235e+18,117952,Psc
3.2395466729107354e+18,117952,Psc
3.2395071248519337e+18,117867,Psc
3.2395435461745423e+18,117952,Psc
3.239513825000834e+18,117867,Psc
2.2120253628081567e+18,117872,Cas
2.2120345024985646e+18,117872,Cas
4.1386014567534746e+18,117879,Cet
6.003877303543547e+18,119613,Phe
6.060384813889966e+18,117881,Phe
5.707262429668828e+18,117910,Cet
6.003869435163235e+18,119613,Phe
5.70723954608267e+18,117910,Cet
6.060382404381167e+18,117881,Phe
5.800581520597232e+18,117954,Tuc
2.2120406872517517e+18,117872,Cas
2.2120418898417715e+18,117872,Cas
2.2120583481568205e+18,117872,Cas
2.2120780706467057e+18,117872,Cas
5.707240748673512e+18,117910,Cet
2.2120777914690268e+18,117872,Cas
6.725812102884633e+18,117944,Scl
6.725817669162371e+18,117944,Scl
5.800583032425751e+18,117954,Tuc
6.003869813120357e+18,119613,Phe
6.060394675135934e+18,117881,Phe
6.003882904180756e+18,119613,Phe
5.800588839221985e+18,117954,Tuc
6.060393300746022e+18,117881,Phe
5.707274661735737e+18,117910,Cet
6.00387726918381e+18,119613,Phe
6.003884553447971e+18,119613,Phe
5.70723291465293e+18,117910,Cet
4.1503724159618934e+18,117879,Cet
6.680674882782217e+18,117923,Phe
6.680629115611024e+18,117923,Phe
6.680769234623974e+18,117944,Scl
5.781897141526065e+18,117877,Tuc
6.680683163479247e+18,117944,Scl
6.680762603194471e+18,117944,Scl
5.83622717225558e+18,117881,Phe
3.4377829844039695e+18,117927,Peg
3.437764941241685e+18,117927,Peg
3.2395962540129925e+18,117952,Psc
6.680701923896435e+18,117944,Scl
2.0472399746275932e+18,117948,And
3.4377787581561487e+18,117927,Peg
6.680666739524566e+18,117944,Scl
6.68079895579777e+18,117944,Scl
3.239546672910736e+18,117952,Psc
3.239411845297964e+18,117952,Psc
6.680587226792945e+18,117923,Phe
6.680641210238887e+18,117923,Phe
6.680634819327538e+18,117923,Phe
6.680793698756265e+18,117944,Scl
3.2394881926364365e+18,117952,Psc
3.239595429379272e+18,117952,Psc
3.239491147573937e+18,117952,Psc
3.4377798576685855e+18,117927,Peg
3.239624841315305e+18,117952,Psc
3.437823597614167e+18,117849,Peg
1.872306884362039e+18,117929,And
5.781880408332912e+18,117877,Tuc
5.781897038446682e+18,117877,Tuc
6.68057657527406e+18,117923,Phe
3.437757077161359e+18,117927,Peg
3.437768514657148e+18,117927,Peg
5.836224423476177e+18,117881,Phe
6.680799574273062e+18,117944,Scl
5.781821653179527e+18,117877,Tuc
6.680780710776628e+18,117944,Scl
3.239542549742132e+18,117952,Psc
1.8723208000559447e+18,117929,And
3.2393930161613414e+18,117952,Psc
3.2394644156974915e+18,117952,Psc
3.437846412480257e+18,117849,Peg
2.0216531664990817e+18,117899,Peg
3.2393569341383475e+18,117867,Psc
1.8723153712176788e+18,117929,And
5.83349605404339e+18,117878,Tuc
6.680769062825282e+18,117944,Scl
3.2395965288908995e+18,117952,Psc
1.8722914224789345e+18,117929,And
3.2393748699217715e+18,117867,Psc
3.2396189314403123e+18,117952,Psc
3.239467920390805e+18,117952,Psc
2.047213345829131e+18,117948,And
3.239559935769745e+18,117952,Psc
6.060404330223182e+18,117881,Phe
6.003869813120357e+18,119613,Phe
5.942429343910867e+18,119613,Phe
4.090243144354599e+18,117951,Cet
4.090243698445221e+18,117951,Cet
6.060382821024954e+18,117881,Phe
6.003881048754799e+18,119613,Phe
5.707290948250893e+18,117922,Cet
6.060402887113996e+18,117881,Phe
4.150341286013104e+18,117879,Cet
6.003844318194231e+18,117923,Phe
6.003853079927664e+18,117923,Phe
2.212055732516983e+18,117872,Cas
6.003859367759942e+18,117923,Phe
5.707248582693741e+18,117922,Cet
4.650802592000604e+18,117822,Tuc
5.707211817774036e+18,117910,Cet
5.707315923485569e+18,117922,Cet
5.707256034457839e+18,117922,Cet
2.2120814679610307e+18,117872,Cas
5.707300465898756e+18,117922,Cet
2.2120773447924275e+18,117872,Cas
2.2120045021470927e+18,117872,Cas
5.800588976661113e+18,117954,Tuc
5.707287271758888e+18,117922,Cet
2.2120549078832637e+18,117872,Cas
5.800603167236186e+18,117954,Tuc
5.707314553391142e+18,117922,Cet
2.2120406185322762e+18,117872,Cas
6.060390891236546e+18,117881,Phe
6.060399210621544e+18,117881,Phe
2.2120653532437256e+18,117872,Cas
2.2120756311051036e+18,117872,Cas
2.2120831558879124e+18,117872,Cas
3.2396201683908925e+18,117952,Psc
3.239624325919234e+18,117952,Psc
5.781850790238321e+18,117877,Tuc
3.2395602450073887e+18,117952,Psc
3.4377942543980083e+18,117849,Peg
5.833483890694958e+18,117878,Tuc
5.781900130823305e+18,117877,Tuc
3.4377352200687427e+18,117927,Peg
3.239547978580788e+18,117952,Psc
3.2394865777287393e+18,117952,Psc
5.781850687159105e+18,117877,Tuc
6.680640557403858e+18,117923,Phe
6.680664609220788e+18,117944,Scl
6.680656496025479e+18,117923,Phe
3.4377771088895227e+18,117927,Peg
5.781896110733746e+18,117877,Tuc
6.680568642471381e+18,117923,Phe
5.781881988880878e+18,117877,Tuc
3.2395397666034673e+18,117952,Psc
5.781817117694064e+18,117877,Tuc
3.239474723618996e+18,117952,Psc
1.8722851690067343e+18,117929,And
6.680641171582171e+18,117923,Phe
2.04722423786634e+18,117948,And
3.4378200929210086e+18,117927,Peg
6.68074751926927e+18,117944,Scl
3.239599793066047e+18,117952,Psc
5.781815812024006e+18,117877,Tuc
3.239576291005162e+18,117952,Psc
3.239555705225648e+18,117952,Psc
6.68058777654876e+18,117923,Phe
5.781881988880879e+18,117877,Tuc
5.781874567177336e+18,117877,Tuc
3.2395555334269563e+18,117952,Psc
1.872316230211138e+18,117929,And
3.4377644602053473e+18,117927,Peg
3.2395958073363983e+18,117952,Psc
6.680616093270001e+18,117923,Phe
2.0472160258887112e+18,117948,And
2.0472412459379046e+18,117948,And
5.781850481000675e+18,117877,Tuc
6.680601524740914e+18,117923,Phe
6.68062440832672e+18,117923,Phe
3.239556048823033e+18,117952,Psc
2.0216522431211566e+18,117899,Peg
5.781895904575317e+18,117877,Tuc
6.680686462014053e+18,117923,Phe
6.680740922199506e+18,117944,Scl
5.707275280210987e+18,117910,Cet
5.707212779846752e+18,117910,Cet
5.707311937751261e+18,117922,Cet
5.707288852306884e+18,117922,Cet
6.060402229948012e+18,117881,Phe
6.060399897816314e+18,117881,Phe
4.0902426633180104e+18,117951,Cet
6.06039127352137e+18,117881,Phe
5.942435730487166e+18,119613,Phe
2.2120390379843113e+18,117872,Cas
5.707284213742207e+18,117922,Cet
2.2120736683004083e+18,117872,Cas
5.707233945445085e+18,117910,Cet
6.060403608668678e+18,117881,Phe
5.707248582693738e+18,117922,Cet
5.707285038375928e+18,117922,Cet
5.707289951818513e+18,117922,Cet
5.707255832598429e+18,117922,Cet
2.2120893750010038e+18,117872,Cas
5.707302832421489e+18,117922,Cet
4.090243006915134e+18,117951,Cet
5.800603270315402e+18,117954,Tuc
5.707301565410281e+18,117922,Cet
5.800590694648031e+18,117954,Tuc
5.707245765195922e+18,117922,Cet
5.800590419770124e+18,117954,Tuc
2.2120701335470628e+18,117872,Cas
2.212005670378195e+18,117872,Cas
2.2120780362869699e+18,117872,Cas
5.707226729900236e+18,117910,Cet
5.707288817947146e+18,117922,Cet
6.060386738035779e+18,117881,Phe
6.060381824592501e+18,117881,Phe
2.2120722939108746e+18,117872,Cas
1.8723060897796777e+18,117929,And
1.8723018678399565e+18,117929,And
5.707224084200871e+18,117910,Cet
5.707242397940837e+18,117910,Cet
6.680797684487392e+18,117944,Scl
3.239579280302402e+18,117952,Psc
5.781881988880879e+18,117877,Tuc
2.2120404123738476e+18,117872,Cas
6.6807380359816e+18,117944,Scl
5.781874842055244e+18,117877,Tuc
5.707288817947148e+18,117922,Cet
6.680651032827084e+18,117923,Phe
4.0902422853606287e+18,117951,Cet
3.2393760080907745e+18,117867,Psc
3.437738415523673e+18,117927,Peg
2.2120404123738476e+18,117872,Cas
6.680796069579688e+18,117944,Scl
6.00386005495474e+18,117923,Phe
2.2120738100389722e+18,117872,Cas
6.680596439499752e+18,117923,Phe
6.680741471955319e+18,117944,Scl
3.2395482878168453e+18,117952,Psc
6.725834058757761e+18,117944,Scl
5.9424369030537e+18,119613,Phe
5.80059643272465e+18,117954,Tuc
5.800579665171532e+18,117954,Tuc
1.8723306613013778e+18,117929,And
1.8722954769279524e+18,117929,And
5.707282736273504e+18,117922,Cet
5.707312006471635e+18,117922,Cet
3.4378131866135076e+18,117927,Peg
3.437755634052348e+18,117927,Peg
3.4378000611934536e+18,117927,Peg
3.2395714763455805e+18,117867,Psc
6.003860398552123e+18,117923,Phe
2.2120409277699228e+18,117872,Cas
2.2120800291517944e+18,117872,Cas
5.70726318558307e+18,117910,Cet
5.707252156106423e+18,117922,Cet
5.781868451143902e+18,117877,Tuc
3.239402598230394e+18,117952,Psc
3.239619481196122e+18,117952,Psc
6.003847616729267e+18,117923,Phe
5.70729571995566e+18,117922,Cet
6.680654778038565e+18,117923,Phe
6.680651823101066e+18,117923,Phe
3.239469466579029e+18,117952,Psc
4.1503739277903805e+18,117879,Cet
2.212004811384737e+18,117872,Cas
3.4377570428016225e+18,117927,Peg
3.437846790437373e+18,117849,Peg
6.680607778213297e+18,117923,Phe
6.680661345045578e+18,117944,Scl
6.680579083534951e+18,117923,Phe
6.060381515354877e+18,117881,Phe
3.2393940469534884e+18,117952,Psc
3.2394066183197824e+18,117952,Psc
6.003858302608048e+18,117923,Phe
6.0038836944545e+18,119613,Phe
4.090244351319508e+18,117951,Cet
6.680796344457597e+18,117944,Scl
6.680652475936094e+18,117923,Phe
6.680776450168969e+18,117944,Scl
2.2120800291517947e+18,117872,Cas
2.2120822238752742e+18,117872,Cas
3.2395805859724605e+18,117952,Psc
3.239405896765277e+18,117952,Psc
6.725810006940546e+18,117944,Scl
4.1503736142158746e+18,117879,Cet
6.003874726563281e+18,119613,Phe
6.680600803186407e+18,117923,Phe
2.2120688579370378e+18,117872,Cas
3.43781023167594e+18,117927,Peg
3.4377616813666e+18,117927,Peg
3.239547325745771e+18,117952,Psc
2.212051540628905e+18,117872,Cas
5.707211886493515e+18,117910,Cet
5.70727610484403e+18,117910,Cet
3.437772431668189e+18,117927,Peg
3.2394224624569303e+18,117952,Psc
5.707211749054591e+18,117910,Cet
5.707262841985739e+18,117910,Cet
5.836226515014099e+18,117881,Phe
5.707224049841132e+18,117910,Cet
5.781881748362711e+18,117877,Tuc
3.4377612003298437e+18,117927,Peg
3.2393906796991447e+18,117867,Psc
5.707278406946464e+18,117922,Cet
5.707247105225081e+18,117922,Cet
6.099459292449907e+18,119613,Phe
6.099466645435101e+18,119613,Phe
2.0472171941199096e+18,117948,And
2.0472490112391956e+18,117948,And
2.0472447506313062e+18,117948,And
2.0472111468058964e+18,117948,And
2.2120831558879104e+18,117872,Cas
5.800589388977806e+18,117954,Tuc
5.942439273875594e+18,119613,Phe
5.707280915207399e+18,117922,Cet
5.707310322844462e+18,117922,Cet
6.680652475936095e+18,117923,Phe
4.650815683073347e+18,117877,Tuc
6.060386772395524e+18,117881,Phe
4.0902425945982725e+18,117951,Cet
3.437845690925746e+18,117849,Peg
3.239422737334838e+18,117952,Psc
5.836228439159441e+18,117881,Phe
5.833483856335218e+18,117878,Tuc
6.003851877336948e+18,117923,Phe
2.2120676897059325e+18,117872,Cas
5.707258959335249e+18,117910,Cet
3.2395473257457715e+18,117952,Psc
6.680600012912424e+18,117923,Phe
6.680741231437149e+18,117944,Scl
3.2395464667523133e+18,117952,Psc
6.72582429626156e+18,117944,Scl
6.680607572054866e+18,117923,Phe
5.707306066536019e+18,117922,Cet
5.83348784206512e+18,117878,Tuc
3.2393925007652777e+18,117867,Psc
5.800582379590717e+18,117954,Tuc
5.781898687714144e+18,117877,Tuc
5.707263597899894e+18,117910,Cet
5.707315343665127e+18,117922,Cet
5.836218891557646e+18,117881,Phe
2.2120403092946335e+18,117872,Cas
6.680655018556732e+18,117923,Phe
5.800580695963711e+18,117954,Tuc
5.833493678862769e+18,117878,Tuc
6.680794385952507e+18,117944,Scl
6.680774182426235e+18,117944,Scl
6.680585925419812e+18,117923,Phe
5.836232837208475e+18,117881,Phe
5.707281361883964e+18,117922,Cet
3.4377557371315497e+18,117927,Peg
6.680607228457478e+18,117923,Phe
6.680659111662588e+18,117923,Phe
6.003880735216554e+18,119613,Phe
5.836225587303025e+18,117881,Phe
5.781901367773721e+18,117877,Tuc
3.437810231675941e+18,117927,Peg
5.83350096312569e+18,117878,Tuc
6.003859264680722e+18,117923,Phe
6.003850193709912e+18,117923,Phe
3.239371674466094e+18,117867,Psc
5.707258753176819e+18,117910,Cet
6.680580221703166e+18,117923,Phe
3.239543168217431e+18,117952,Psc
5.800596089127409e+18,117954,Tuc
3.2395751914935337e+18,117952,Psc
1.872293518422867e+18,117929,And
3.239373117575116e+18,117867,Psc
5.833495706085689e+18,117878,Tuc
6.6807945577512e+18,117944,Scl
6.725822135929099e+18,117944,Scl
5.781827356896229e+18,117877,Tuc
2.0472494922755354e+18,117948,And
2.212001169252472e+18,117872,Cas
5.70728070904897e+18,117910,Cet
5.836215283784655e+18,117881,Phe
5.707261330157072e+18,117910,Cet
1.8722868526336164e+18,117929,And
2.047211937079785e+18,117948,And
4.0902439733623916e+18,117951,Cet
4.090243320526916e+18,117951,Cet
4.0902445574780073e+18,117951,Cet
5.408457019404765e+18,117887,Phe
5.408432898867423e+18,117887,Phe
5.408473821318036e+18,117887,Phe
5.408474298049666e+18,117887,Phe
5.408439633377291e+18,117887,Phe
5.408428084201571e+18,117887,Phe
5.40845626349052e+18,117887,Phe
5.408442519595152e+18,117887,Phe
5.408460111773692e+18,117887,Phe
2.047232724721901e+18,117948,And
6.680699931031614e+18,117944,Scl
6.68059753901126e+18,117923,Phe
6.680594618433622e+18,117923,Phe
2.0472443039552566e+18,117948,And
2.0472370540489992e+18,117913,And
5.83623184515508e+18,117881,Phe
1.8722919035152788e+18,117929,And
3.239587732797902e+18,117952,Psc
5.707299435106595e+18,117922,Cet
5.781871642299707e+18,117877,Tuc
2.2120594777284685e+18,117872,Cas
6.003850876599034e+18,117923,Phe
5.707300637697444e+18,117922,Cet
3.239547291386035e+18,117952,Psc
3.239473074351524e+18,117952,Psc
2.2120843241190333e+18,117872,Cas
2.2120755580860175e+18,117872,Cas
4.1385888123691786e+18,117879,Cet
5.707219995391645e+18,117910,Cet
6.060391926356422e+18,117881,Phe
3.43785510549206e+18,117849,Peg
5.836228473521505e+18,117881,Phe
5.833508629708976e+18,117878,Tuc
3.2394259327908147e+18,117867,Psc
2.0216715489648527e+18,117899,Peg
6.003859608278107e+18,117923,Phe
5.707244803122617e+18,117922,Cet
4.1503520062777815e+18,117879,Cet
3.4377899937904553e+18,117849,Peg
4.1503733780354693e+18,117879,Cet
2.2120806819868214e+18,117872,Cas
5.836218857197907e+18,117881,Phe
6.003880086682128e+18,119613,Phe
6.003860398552124e+18,117923,Phe
5.781872329494475e+18,117877,Tuc
2.0472383253600942e+18,117948,And
3.2394641751793306e+18,117952,Psc
3.437784255714233e+18,117927,Peg
6.003877269183806e+18,119613,Phe
5.707224633956104e+18,117910,Cet
3.23942125986609e+18,117952,Psc
3.239579520820568e+18,117952,Psc
2.2120402405751578e+18,117872,Cas
5.707224187280083e+18,117910,Cet
5.781836530946474e+18,117877,Tuc
3.239481045810866e+18,117952,Psc
6.725814542426135e+18,117944,Scl
6.725810591056158e+18,117944,Scl
5.800599662540061e+18,117954,Tuc
3.239547291386036e+18,117952,Psc
6.003874138147168e+18,119613,Phe
6.003842497128247e+18,117923,Phe
2.212040103136205e+18,117872,Cas
4.650810907057611e+18,117822,Tuc
5.781850240482504e+18,117877,Tuc
5.781831480064828e+18,117877,Tuc
2.0472119027200456e+18,117948,And
2.2120030633374316e+18,117872,Cas
3.437755702772524e+18,117927,Peg
2.0472249594205699e+18,117948,And
5.833496427640195e+18,117878,Tuc
1.8723297979972365e+18,117929,And
5.707225699107992e+18,117910,Cet
6.680624614485273e+18,117923,Phe
5.800589354618066e+18,117954,Tuc
1.8722843787327565e+18,117929,And
6.68070298904833e+18,117944,Scl
3.239425967150376e+18,117867,Psc
3.4377830531242573e+18,117927,Peg
5.707286756362833e+18,117922,Cet
3.239464243898807e+18,117952,Psc
3.437827789502235e+18,117849,Peg
5.408457019404764e+18,117887,Phe
4.090243973362392e+18,117951,Cet
5.408449494622296e+18,117887,Phe
4.0902436984843484e+18,117951,Cet
5.408453617790754e+18,117887,Phe
5.40846739604566e+18,117887,Phe
5.408424274573056e+18,117887,Phe
5.40847258436744e+18,117887,Phe
5.408465334461532e+18,117887,Phe
6.099449259406286e+18,119613,Phe
3.239455104208322e+18,117952,Psc
6.060399210621549e+18,117881,Phe
5.781881748362713e+18,117877,Tuc
3.2393832880576594e+18,117867,Psc
5.781882091960098e+18,117877,Tuc
6.06038680675526e+18,117881,Phe
1.872284550531448e+18,117929,And
6.680626985307223e+18,117923,Phe
2.0472175720770734e+18,117948,And
3.2394689511829606e+18,117952,Psc
5.781898206677829e+18,117877,Tuc
6.099429193318889e+18,119613,Phe
6.680599944192945e+18,117923,Phe
5.781832751375148e+18,117877,Tuc
5.942415359496622e+18,119613,Phe
3.437790062509931e+18,117849,Peg
3.4378314960573087e+18,117849,Peg
6.680595236908914e+18,117923,Phe
5.707285068435876e+18,117922,Cet
3.4377464256426e+18,117927,Peg
6.003867644163692e+18,119613,Phe
5.833480587800812e+18,117878,Tuc
6.060391754557727e+18,117881,Phe
5.781893842991181e+18,117877,Tuc
5.78185333285887e+18,117877,Tuc
5.781879132722659e+18,117877,Tuc
5.707270298048757e+18,117910,Cet
5.70721061518335e+18,117910,Cet
3.4378068987813115e+18,117927,Peg
6.003860570350818e+18,117923,Phe
5.781887555159073e+18,117877,Tuc
5.800599937417969e+18,117954,Tuc
3.437847885651019e+18,117849,Peg
6.680570046923775e+18,117923,Phe
5.707276998197855e+18,117910,Cet
5.707286550204373e+18,117922,Cet
6.680653407946023e+18,117923,Phe
3.437742474272686e+18,117927,Peg
3.2395908552370586e+18,117952,Psc
5.833495706085689e+18,117878,Tuc
5.781850068683811e+18,117877,Tuc
3.437801504302459e+18,117927,Peg
3.2393937720755917e+18,117952,Psc
6.680650349929307e+18,117923,Phe
6.680600459589019e+18,117923,Phe
5.70724415028765e+18,117910,Cet
5.707280949567137e+18,117922,Cet
2.212053915750638e+18,117872,Cas
1.8723232395973724e+18,117929,And
4.138578023411523e+18,117879,Cet
5.833484096853392e+18,117878,Tuc
5.707296583248427e+18,117922,Cet
5.707291291848297e+18,117922,Cet
2.212065799920325e+18,117872,Cas
1.8723148901810732e+18,117929,And
6.003860398552123e+18,117923,Phe
3.239528634048026e+18,117952,Psc
6.09949842819208e+18,119613,Phe
5.781886318208242e+18,117877,Tuc
2.2120103819623496e+18,117872,Cas
1.8723262632546066e+18,117929,And
5.781827253817009e+18,117877,Tuc
5.707228757124759e+18,117910,Cet
3.437776765291188e+18,117849,Peg
1.8722949271620948e+18,117929,And
6.060387287791596e+18,117881,Phe
6.680612721718817e+18,117923,Phe
5.781901505212683e+18,117877,Tuc
1.8722867151946542e+18,117929,And
6.725831103820579e+18,117944,Scl
3.4377764560544814e+18,117849,Peg
6.680626538630623e+18,117923,Phe
2.2120038192516657e+18,117872,Cas
6.680691066219001e+18,117923,Phe
5.707298881051589e+18,117922,Cet
1.8723148171588713e+18,117929,And
6.003872424460661e+18,119613,Phe
6.680621487748937e+18,117923,Phe
1.872298775453245e+18,117929,And
6.680715216818302e+18,117944,Scl
5.707223083469955e+18,117910,Cet
2.2120397251790838e+18,117872,Cas
6.680634677591629e+18,117923,Phe
5.707244871842092e+18,117922,Cet
5.94244690173797e+18,119613,Phe
5.408465334461532e+18,117887,Phe
5.408473890037511e+18,117887,Phe
5.40844145444341e+18,117887,Phe
5.408467327326183e+18,117887,Phe
4.090243316153303e+18,117951,Cet
3.437811331187719e+18,117927,Peg
3.437778792516699e+18,117927,Peg
3.2394109519447793e+18,117952,Psc
3.2393970018909993e+18,117952,Psc
4.1444674201078856e+18,117947,Cet
6.680630180762924e+18,117923,Phe
3.2395596608918467e+18,117952,Psc
5.707268854939585e+18,117910,Cet
6.680788338638586e+18,117944,Scl
5.707262601467566e+18,117910,Cet
6.060395087452785e+18,117881,Phe
5.707228241728717e+18,117910,Cet
6.099444272946164e+18,119613,Phe
6.099439157643223e+18,119613,Phe
5.94242133809141e+18,119613,Phe
3.437777379468262e+18,117927,Peg
5.707210477744361e+18,117910,Cet
5.781899787225801e+18,117877,Tuc
5.781815777664263e+18,117877,Tuc
1.8723268774194775e+18,117929,And
1.872304681028432e+18,117929,And
3.239576359724633e+18,117952,Psc
6.680763148654116e+18,117944,Scl
6.725821684921401e+18,117944,Scl
6.680624644548026e+18,117923,Phe
6.680612279339075e+18,117923,Phe
3.2395144434761354e+18,117867,Psc
4.1386020408690207e+18,117879,Cet
5.781896037713923e+18,117877,Tuc
5.707262429668819e+18,117910,Cet
5.707248548334007e+18,117922,Cet
6.680801979454721e+18,117944,Scl
3.4377888942788296e+18,117849,Peg
5.781864564193596e+18,117877,Tuc
5.800589212854279e+18,117954,Tuc
1.8722934840631232e+18,117929,And
2.0472161289683848e+18,117948,And
3.239572335339034e+18,117952,Psc
3.2393981014026255e+18,117952,Psc
3.2395639902187274e+18,117952,Psc
5.707222602433616e+18,117910,Cet
5.800583685261257e+18,117911,Tuc
1.8723008714070267e+18,117929,And
6.060399932176041e+18,117881,Phe
3.437776765291189e+18,117849,Peg
3.2394632818261284e+18,117952,Psc
5.8335072209592e+18,117878,Tuc
2.2120000697408453e+18,117872,Cas
5.707309773088652e+18,117922,Cet
5.836215318144409e+18,117881,Phe
5.833496260201904e+18,117878,Tuc
2.2120726418078874e+18,117872,Cas
5.707230509471363e+18,117910,Cet
4.1444687257777326e+18,117947,Cet
2.0472141361035607e+18,117948,And
2.0216591494231432e+18,117899,Peg
3.239463487984558e+18,117952,Psc
3.239463487984559e+18,117952,Psc
2.2120378010337372e+18,117872,Cas
5.707287752795218e+18,117922,Cet
5.707247723700342e+18,117922,Cet
5.800599078424649e+18,117954,Tuc
6.680559674579566e+18,117923,Phe
6.68060763647755e+18,117923,Phe
3.4377679691982484e+18,117927,Peg
5.707279472098394e+18,117910,Cet
5.707225973985897e+18,117910,Cet
5.781884630280802e+18,117877,Tuc
6.680690207225541e+18,117923,Phe
3.2396126092485115e+18,117952,Psc
6.099441352368403e+18,119613,Phe
5.70730637577366e+18,117922,Cet
5.70726349482071e+18,117910,Cet
5.800587739710523e+18,117954,Tuc
5.408464131870516e+18,117887,Phe
5.408471553575287e+18,117887,Phe
5.408472550007699e+18,117887,Phe
5.408473855677772e+18,117887,Phe
5.408452552638858e+18,117887,Phe
4.0902427364114913e+18,117951,Cet
5.408452277761097e+18,117887,Phe
5.408452552638859e+18,117887,Phe
6.680740544242376e+18,117944,Scl
6.680809607316382e+18,117923,Phe
5.707258684457337e+18,117910,Cet
4.650816954383606e+18,117877,Tuc
6.680808851402138e+18,117923,Phe
4.650810048063534e+18,117822,Tuc
2.2120732946429181e+18,117872,Cas
5.833494606574065e+18,117878,Tuc
6.680726525469109e+18,117944,Scl
1.8723046466686943e+18,117929,And
5.800582345230983e+18,117954,Tuc
5.833507186599462e+18,117878,Tuc
5.707223431365345e+18,117910,Cet
3.2395136188424136e+18,117867,Psc
5.833484887127593e+18,117878,Tuc
3.437826685692288e+18,117849,Peg
5.707313144641836e+18,117922,Cet
2.2120088701338875e+18,117872,Cas
6.099441558526833e+18,119613,Phe
6.099457402664185e+18,119613,Phe
5.707316683694889e+18,117922,Cet
2.2120106911999951e+18,117872,Cas
5.833507564556825e+18,117878,Tuc
5.78184261262017e+18,117877,Tuc
6.099469909610203e+18,119613,Phe
3.437751648323396e+18,117927,Peg
3.437785355225859e+18,117849,Peg
6.725833092354591e+18,117944,Scl
3.239427960015175e+18,117867,Psc
5.836219578752478e+18,117881,Phe
6.680612446840912e+18,117923,Phe
3.2395606229645174e+18,117952,Psc
3.239594020630155e+18,117952,Psc
6.099441352368402e+18,119613,Phe
5.781887142841979e+18,117877,Tuc
5.833507731994142e+18,117878,Tuc
3.239339827285593e+18,117867,Psc
